id,identity_to_query
hCoV_19Finland12020_EPI_ISL_407079_2020_01_29,0.978
hCoV_19EnglandSHEF_BFD092020_EPI_ISL_416735_2020_03_09,0.971
hCoV_19BelgiumULG_76262020_EPI_ISL_418633_2020_03_17,0.987
hCoV_19CanadaBC_831092020_EPI_ISL_415588_2020_03_05,0.990
hCoV_19SpainValencia92020_EPI_ISL_417205_2020_03_02,0.980
hCoV_19England201020879022020_EPI_ISL_417215_2020_02_25,0.988
hCoV_19England201090506062020_EPI_ISL_417267_2020_03_05,0.987
hCoV_19England201240357022020_EPI_ISL_418714_2020_03_17,0.986
hCoV_19England201240008032020_EPI_ISL_418682_2020_03_17,0.969
hCoV_19Iceland22020_EPI_ISL_417552_2020_03_16,0.984
hCoV_19England201000054062020_EPI_ISL_415135_2020_02_28,0.976
hCoV_19England201260252022020_EPI_ISL_418757_2020_03_18,0.975
hCoV_19England201100008062020_EPI_ISL_417303_2020_03_05,0.980
hCoV_19England201240089022020_EPI_ISL_418694_2020_03_16,0.978
hCoV_19USAWA_S252020_EPI_ISL_417078_2020_03_02,0.984
hCoV_19Iceland522020_EPI_ISL_417850_2020_03_05,0.985
hCoV_19England201260456022020_EPI_ISL_418767_2020_03_18,0.989
hCoV_19England201040358032020_EPI_ISL_417238_2020_03_03,0.987
hCoV_19England201090938062020_EPI_ISL_417287_2020_03_06,0.988
hCoV_19Iceland1072020_EPI_ISL_417780_2020_03_11,0.969
hCoV_19Iceland212020_EPI_ISL_417828_2020_03_02,0.973
hCoV_19Iceland1132020_EPI_ISL_417781_2020_03_11,0.966
hCoV_19Iceland952020_EPI_ISL_417874_2020_03_10,0.980
hCoV_19Iceland502020_EPI_ISL_417769_2020_03_05,0.966
hCoV_19Iceland442020_EPI_ISL_417848_2020_03_04,0.966
hCoV_19Iceland742020_EPI_ISL_417701_2020_03_09,0.974
hCoV_19Iceland792020_EPI_ISL_417679_2020_03_09,0.973
hCoV_19Iceland872020_EPI_ISL_417729_2020_03_10,0.972
hCoV_19Iceland882020_EPI_ISL_417675_2020_03_10,0.973
hCoV_19England201260328022020_EPI_ISL_418760_2020_03_19,0.985
hCoV_19England201240021022020_EPI_ISL_418688_2020_03_17,0.985
hCoV_19England201260039022020_EPI_ISL_418744_2020_03_19,0.988
hCoV_19England201000779062020_EPI_ISL_415139_2020_03_01,0.970
hCoV_19England201240968022020_EPI_ISL_418733_2020_03_18,0.980
hCoV_19England201020988022020_EPI_ISL_417217_2020_03_01,0.977
hCoV_19Iceland332020_EPI_ISL_417702_2020_03_03,0.988
hCoV_19Iceland962020_EPI_ISL_417875_2020_03_10,0.988
hCoV_19Iceland512020_EPI_ISL_417849_2020_03_05,0.980
hCoV_19USACA_CDPH_UC82020_EPI_ISL_413926_2020_03_05,0.975
hCoV_19WalesPHWC_23AEB2020_EPI_ISL_418088_2020_03_12,0.976
hCoV_19WalesPHWC_23D4C2020_EPI_ISL_418109_2020_03_12,0.980
hCoV_19EnglandSHEF_BFF122020_EPI_ISL_418308_2020_03_25,0.979
hCoV_19AustraliaVIC052020_EPI_ISL_416413_2020_03_05,0.986
hCoV_19Malaysia1903002020_EPI_ISL_417920_2020_03_22,0.980
hCoV_19EnglandSHEF_BFDFA2020_EPI_ISL_418294_2020_03_18,0.978
hCoV_19EnglandSHEF_BFF8B2020_EPI_ISL_418315_2020_03_25,0.978
hCoV_19USACT_Yale_0082020_EPI_ISL_416422_2020_03_13,0.980
hCoV_19CongoKN_00602020_EPI_ISL_417440_2020_03_17,0.984
hCoV_19CongoKN_00722020_EPI_ISL_417442_2020_03_18,0.980
HCoV_19ItalyTE49592020_EPI_ISL_418259_2020_03_14,0.978
hCoV_19ShanghaiSH01042020_EPI_ISL_416395_2020_02_09,0.971
hCoV_19USAWA_UW1542020_EPI_ISL_416692_2020_03_14,0.980
hCoV_19USAWA_S302020_EPI_ISL_417083_2020_02_28,0.972
hCoV_19USAWA_UW2062020_EPI_ISL_417355_2020_03_13,0.989
hCoV_19USAWA_UW2082020_EPI_ISL_417357_2020_03_13,0.980
hCoV_19USAWA13_UW92020_EPI_ISL_413601_2020_03_02,0.980
hCoV_19USAWA_UW2502020_EPI_ISL_418035_2020_03_14,0.989
hCoV_19USAWA_UW1072020_EPI_ISL_416645_2020_03_11,0.969
hCoV_19USAWA_S412020_EPI_ISL_417094_2020_02_28,0.982
hCoV_19USAWA_UW652020_EPI_ISL_415593_2020_03_10,0.989
hCoV_19FranceIDF22792020_EPI_ISL_416500_2020_03_11,0.987
hCoV_19USAWA_S602020_EPI_ISL_417113_2020_03_02,0.990
hCoV_19FinlandFIN_1142020_EPI_ISL_414640_2020_03_01,0.982
hCoV_19USAWA_S142020_EPI_ISL_417067_2020_03_03,0.986
hCoV_19USACA_CDPH_UC52020_EPI_ISL_413922_2020_03_05,0.986
hCoV_19USACA_CDPH_UC42020_EPI_ISL_413561_2020_02_27,0.988
hCoV_19Iceland112020_EPI_ISL_417539_2020_03_16,0.978
hCoV_19FinlandFIN_252020_EPI_ISL_412971_2020_02_25,0.982
hCoV_19Iceland1882020_EPI_ISL_417816_2020_03_16,0.986
hCoV_19USAWA_S312020_EPI_ISL_417084_2020_03_02,0.991
hCoV_19USAWA_UW932020_EPI_ISL_416449_2020_03_11,0.991
hCoV_19USAWA_S852020_EPI_ISL_417138_2020_03_05,0.991
hCoV_19USAWA_UW2262020_EPI_ISL_417375_2020_03_15,0.991
hCoV_19USAWA_UW2942020_EPI_ISL_418079_2020_03_15,0.991
hCoV_19USAWA_UW2802020_EPI_ISL_418065_2020_03_13,0.995
hCoV_19USAWA_UW1022020_EPI_ISL_416640_2020_03_11,0.992
hCoV_19ShanghaiSH00982020_EPI_ISL_416391_2020_02_02,0.995
hCoV_19ShanghaiIVDC_SH_0012020_EPI_ISL_408483_2020_01_20,0.995
hCoV_19USAWA_UW2872020_EPI_ISL_418072_2020_03_15,0.996
hCoV_19USAWA_UW712020_EPI_ISL_415599_2020_03_09,0.995
hCoV_19CanadaON_PHL34762020_EPI_ISL_418380_2020,0.998
hCoV_19Guangdong2020XN4433_P00402020_EPI_ISL_413852_2020_01_30,0.996
hCoV_19BelgiumBA_022912020_EPI_ISL_415159_2020_02_29,0.996
hCoV_19USAWA14_UW102020_EPI_ISL_413649_2020_03_05,0.997
hCoV_19USAWA_UW1992020_EPI_ISL_417348_2020_03_13,0.997
hCoV_19ChinaWF00242020_EPI_ISL_413753_2020_02,0.998
hCoV_19Iceland1002020_EPI_ISL_417537_2020_03_16,0.990
hCoV_19Guangdong2020XN4373_P00392020_EPI_ISL_413851_2020_01_30,0.995
hCoV_19Iceland2782020_EPI_ISL_417606_2020_03_17,0.997
hCoV_19Iceland32020_EPI_ISL_417694_2020_03_13,0.996
hCoV_19England201020685062020_EPI_ISL_415149_2020_03_01,0.993
hCoV_19England201260361022020_EPI_ISL_418766_2020_03_18,0.995
hCoV_19England201020001062020_EPI_ISL_415144_2020_02_27,0.991
hCoV_19Iceland3412020_EPI_ISL_417670_2020_03_15,0.991
hCoV_19England201241000022020_EPI_ISL_418737_2020_03_17,0.992
hCoV_19England201090991062020_EPI_ISL_417298_2020_03_08,0.994
hCoV_19England201100421062020_EPI_ISL_417309_2020_03_06,0.994
hCoV_19BelgiumULG_31632020_EPI_ISL_417006_2020_03_05,0.993
hCoV_19BelgiumULG_71342020_EPI_ISL_418628_2020_03_16,0.993
hCoV_19Iceland3312020_EPI_ISL_417660_2020_03_14,0.991
hCoV_19England201240949022020_EPI_ISL_418726_2020_03_13,0.995
hCoV_19Iceland3352020_EPI_ISL_417664_2020_03_13,0.993
hCoV_19England201260068022020_EPI_ISL_418749_2020_03_18,0.993
hCoV_19England201240950022020_EPI_ISL_418727_2020_03_13,0.995
hCoV_19Iceland642020_EPI_ISL_417856_2020_03_07,0.993
hCoV_19Iceland922020_EPI_ISL_417704_2020_03_10,0.994
hCoV_19England201240360022020_EPI_ISL_418716_2020_03_17,0.996
hCoV_19Iceland352020_EPI_ISL_417697_2020_03_04,0.995
hCoV_19Senegal1022020_EPI_ISL_418214_2020_03_12,0.991
hCoV_19WalesPHWC_239662020_EPI_ISL_418083_2020_03_10,0.992
hCoV_19FinlandFIN_2742020_EPI_ISL_414645_2020_03_04,0.992
hCoV_19FranceHF21512020_EPI_ISL_415653_2020_03_08,0.993
hCoV_19England2009813862020_EPI_ISL_414010_2020_02_26,0.995
hCoV_19GuangdongGDSZ202008_P00202020_EPI_ISL_413866_2020_02_05,0.995
hCoV_19USAWA_UW1352020_EPI_ISL_416673_2020_03_11,0.995
hCoV_19Czech,0.995
hCoV_19IrelandLimerick_199352020_EPI_ISL_414587_2020_03_03,0.995
hCoV_19USACT_Yale_0062020_EPI_ISL_416420_2020_03_13,0.996
hCoV_19USACA_CDPH_UC282020_EPI_ISL_417332_2020_03_14,0.996
hCoV_19MalaysiaMKAK_CL_2020_50492020_EPI_ISL_416884_2020_02_20,0.996
hCoV_19GuangdongGD2020086_P00212020_EPI_ISL_413862_2020_02_01,0.995
hCoV_19USAWA_UW1662020_EPI_ISL_416704_2020_03_15,0.996
hCoV_19Turkey6224_Ankara10342020_EPI_ISL_417413_2020_03_17,0.997
hCoV_19FranceIDF22842020_EPI_ISL_416501_2020_03_10,0.996
hCoV_19England201040044022020_EPI_ISL_417223_2020_03_02,0.996
hCoV_19England201001210062020_EPI_ISL_415140_2020_02_29,0.996
hCoV_19India1_272020_EPI_ISL_413522_2020_01_27,0.998
hCoV_19England201040026062020_EPI_ISL_417220_2020_03_03,0.998
hCoV_19NetherlandsZuidHolland_302020_EPI_ISL_415534_2020_03_11,0.998
hCoV_19NetherlandsZuidHolland_72020_EPI_ISL_414467_2020_03_05,0.999
hCoV_19BelgiumULG_65032020_EPI_ISL_417016_2020_03_13,0.998
hCoV_19BelgiumULG_69502020_EPI_ISL_417023_2020_03_15,0.998
hCoV_19USAMN45_MDH452020_EPI_ISL_417492_2020_03_13,0.998
hCoV_19USAWI_142020_EPI_ISL_417513_2020_03_26,0.998
hCoV_19USAWI_172020_EPI_ISL_417517_2020_03_26,0.998
hCoV_19USAWI_182020_EPI_ISL_417515_2020_03_26,0.998
hCoV_19BelgiumULG_85412020_EPI_ISL_418636_2020_03_19,0.998
hCoV_19BelgiumULG_95722020_EPI_ISL_418646_2020_03_21,0.998
hCoV_19BelgiumULG_85952020_EPI_ISL_418634_2020_03_19,0.998
hCoV_19BelgiumVAG_030132020_EPI_ISL_415155_2020_03_01,0.998
hCoV_19BrazilBA_3122020_EPI_ISL_415105_2020_03_04,0.998
hCoV_19CanadaON_PHL10952020_EPI_ISL_418361_2020_03_12,0.998
hCoV_19CanadaON_PHL69802020_EPI_ISL_418356_2020_03_12,0.998
hCoV_19Congo942020_EPI_ISL_417947_2020_03_19,0.998
hCoV_19DenmarkSSI_1022020_EPI_ISL_415647_2020_03_03,0.998
hCoV_19England201020002062020_EPI_ISL_415145_2020_03_01,0.998
hCoV_19England201020005062020_EPI_ISL_415147_2020_03_01,0.998
hCoV_19England201040090022020_EPI_ISL_417233_2020_03_02,0.998
hCoV_19England201080033022020_EPI_ISL_417248_2020_03_03,0.998
hCoV_19England201080048032020_EPI_ISL_417251_2020_03_03,0.998
hCoV_19England201100006062020_EPI_ISL_417301_2020_03_06,0.998
hCoV_19England201100007062020_EPI_ISL_417302_2020_03_05,0.998
hCoV_19England201100009062020_EPI_ISL_417304_2020_03_06,0.998
hCoV_19GeorgiaTb2020_EPI_ISL_416482_2020_03_13,0.998
hCoV_19Iceland1032020_EPI_ISL_417698_2020_03_10,0.998
hCoV_19Iceland142020_EPI_ISL_417736_2020_03_01,0.998
hCoV_19PortugalPT00122020_EPI_ISL_417997_2020_03_07,0.998
hCoV_19PortugalPT00182020_EPI_ISL_418003_2020_03_10,0.998
hCoV_19NetherlandsDiemen_13634542020_EPI_ISL_413570_2020_02_28,0.998
hCoV_19England201240037022020_EPI_ISL_418690_2020_03_17,0.998
hCoV_19USAWA_UW2912020_EPI_ISL_418076_2020_03_15,0.998
hCoV_19England201240214022020_EPI_ISL_418704_2020_03_17,0.998
hCoV_19FranceBourg_en_Bresse_066782020_EPI_ISL_416757_2020_03_07,0.998
hCoV_19USAWA_UW2572020_EPI_ISL_418042_2020_03_13,0.998
hCoV_19Finland13M582020_EPI_ISL_418392_2020_03_13,0.998
hCoV_19Finland13M602020_EPI_ISL_418393_2020_03_13,0.998
hCoV_19Finland13M642020_EPI_ISL_418394_2020_03_13,0.998
hCoV_19Finland13M652020_EPI_ISL_418395_2020_03_13,0.998
hCoV_19Finland14M122020_EPI_ISL_418401_2020_03_14,0.998
hCoV_19Finland14M162020_EPI_ISL_418404_2020_03_14,0.998
hCoV_19Finland14M262020_EPI_ISL_418406_2020_03_14,0.998
hCoV_19FinlandFIN03032020A2020_EPI_ISL_413602_2020_03_03,0.998
hCoV_19FranceB23442020_EPI_ISL_416509_2020_03_06,0.998
hCoV_19FranceB23492020_EPI_ISL_416512_2020_03_07,0.998
hCoV_19FranceB23512020_EPI_ISL_416513_2020_03_07,0.998
hCoV_19FranceClermont_Ferrand_6502020_EPI_ISL_416752_2020_03_04,0.998
hCoV_19FranceGE19772020_EPI_ISL_414632_2020_03_04,0.998
hCoV_19USAUT_000282020_EPI_ISL_417971_2020_03_24,0.998
hCoV_19FranceHF18052020_EPI_ISL_414628_2020_03_02,0.998
hCoV_19FranceHF19862020_EPI_ISL_414634_2020_03_04,0.998
hCoV_19FranceHF20392020_EPI_ISL_415649_2020_03_05,0.998
hCoV_19FranceHF24962020_EPI_ISL_418231_2020_03_15,0.998
hCoV_19FranceLyon_060422020_EPI_ISL_417333_2020_03_04,0.998
hCoV_19FranceLyon_6832020_EPI_ISL_416750_2020_03_06,0.998
hCoV_19FranceValence_4252020_EPI_ISL_416746_2020_03_03,0.998
hCoV_19Iceland1262020_EPI_ISL_417785_2020_03_12,0.998
hCoV_19Iceland1292020_EPI_ISL_417714_2020_03_12,0.998
hCoV_19Iceland1302020_EPI_ISL_417713_2020_03_12,0.998
hCoV_19Iceland1442020_EPI_ISL_417795_2020_03_13,0.998
hCoV_19Iceland1532020_EPI_ISL_417802_2020_03_13,0.998
hCoV_19Iceland2382020_EPI_ISL_417566_2020_03_17,0.998
hCoV_19Iceland3032020_EPI_ISL_417632_2020_03_18,0.998
hCoV_19Iceland622020_EPI_ISL_417757_2020_03_06,0.998
hCoV_19Iceland972020_EPI_ISL_417876_2020_03_10,0.998
hCoV_19NetherlandsUtrecht_62020_EPI_ISL_414461_2020_03_04,0.998
hCoV_19NetherlandsZuidHolland_22020_EPI_ISL_414556_2020_03_06,0.998
hCoV_19WalesPHWC_23B062020_EPI_ISL_418090_2020_03_12,0.998
hCoV_19USAMN25_MDH252020_EPI_ISL_417192_2020_03_12,0.998
hCoV_19England201080047022020_EPI_ISL_417250_2020_03_02,0.998
hCoV_19FinlandFIN_3132020_EPI_ISL_414641_2020_03_05,0.998
hCoV_19NetherlandsNA_122020_EPI_ISL_415468_2020_03_10,0.998
hCoV_19NetherlandsNA_82020_EPI_ISL_415497_2020_03_09,0.998
hCoV_19NetherlandsUtrecht_152020_EPI_ISL_414554_2020_03_08,0.998
hCoV_19Iceland1892020_EPI_ISL_417709_2020_03_16,0.998
hCoV_19Iceland2432020_EPI_ISL_417571_2020_03_17,0.998
hCoV_19Iceland2472020_EPI_ISL_417575_2020_03_17,0.998
hCoV_19Iceland2802020_EPI_ISL_417608_2020_03_17,0.998
hCoV_19Iceland3192020_EPI_ISL_417648_2020_03_18,0.998
hCoV_19Iceland3362020_EPI_ISL_417665_2020_03_14,0.998
hCoV_19USANY_NYUMC192020_EPI_ISL_418204_2020_03_17,0.998
hCoV_19USANY_NYUMC72020_EPI_ISL_418192_2020_03_16,0.998
hCoV_19ItalyUniMI022020_EPI_ISL_417446_2020_02_24,0.998
hCoV_19NetherlandsZuidHolland_282020_EPI_ISL_415532_2020_03_09,0.998
hCoV_19NetherlandsZuidHolland_92020_EPI_ISL_414445_2020_03_03,0.998
hCoV_19PortugalPT00342020_EPI_ISL_418019_2020_03_15,0.998
hCoV_19SpainMadrid_LP15_42020_EPI_ISL_417978_2020_03_09,0.998
hCoV_19Switzerland10004777972020_EPI_ISL_413023_2020_02_29,0.998
hCoV_19TaiwanCGMH_CGU_122020_EPI_ISL_417525_2020_03_14,0.998
hCoV_19USACZB_RR057_0142020_EPI_ISL_417938_2020_03_18,0.998
hCoV_19USAMN52_MDH522020_EPI_ISL_417497_2020_03_13,0.998
hCoV_19USAUT_000332020_EPI_ISL_417976_2020_03_24,0.998
hCoV_19USAUT_000342020_EPI_ISL_417977_2020_03_24,0.998
hCoV_19USAWA_UW1172020_EPI_ISL_416655_2020_03_11,0.998
hCoV_19WalesPHWC_23E3A2020_EPI_ISL_418118_2020_03_13,0.998
hCoV_19USAWA_UW1552020_EPI_ISL_416693_2020_03_12,0.998
hCoV_19USAWI_132020_EPI_ISL_417516_2020_03_26,0.998
hCoV_19WalesPHW272020_EPI_ISL_415655_2020_03_12,0.998
hCoV_19BelgiumBC_030162020_EPI_ISL_415157_2020_03_01,0.998
hCoV_19BelgiumBM_030122020_EPI_ISL_415154_2020_03_01,0.998
hCoV_19BelgiumMTR_030212020_EPI_ISL_416467_2020_03_02,0.998
hCoV_19BelgiumSN_030312020_EPI_ISL_416469_2020_03_03,0.998
hCoV_19BelgiumULG_86342020_EPI_ISL_418640_2020_03_19,0.998
hCoV_19DenmarkSSI_1012020_EPI_ISL_415646_2020_03_03,0.998
hCoV_19Finland13M192020_EPI_ISL_418385_2020_03_13,0.998
hCoV_19Finland14M142020_EPI_ISL_418403_2020_03_14,0.998
hCoV_19Norway15262020_EPI_ISL_417485_2020_03_02,0.998
hCoV_19ScotlandEDB0032020_EPI_ISL_415640_2020_03_08,0.998
hCoV_19England201100437062020_EPI_ISL_417310_2020_03_07,0.998
hCoV_19Iceland1992020_EPI_ISL_417706_2020_03_16,0.998
hCoV_19England2009906602020_EPI_ISL_414523_2020_02_27,0.998
hCoV_19England201000047062020_EPI_ISL_415133_2020_02_29,0.998
hCoV_19England201000048062020_EPI_ISL_415134_2020_02_29,0.998
hCoV_19England201001210072020_EPI_ISL_415141_2020_02_29,0.998
hCoV_19England201040045022020_EPI_ISL_417224_2020_03_01,0.998
hCoV_19England201040049022020_EPI_ISL_417226_2020_03_02,0.998
hCoV_19England201040084022020_EPI_ISL_417228_2020_03_03,0.998
hCoV_19England201040088022020_EPI_ISL_417231_2020_03_03,0.998
hCoV_19England2010401412020_EPI_ISL_414526_2020_03_03,0.998
hCoV_19England201060048032020_EPI_ISL_417240_2020_03_03,0.998
hCoV_19England201080032022020_EPI_ISL_417247_2020_03_02,0.998
hCoV_19England201080070022020_EPI_ISL_417255_2020_03_04,0.998
hCoV_19England201240208022020_EPI_ISL_418702_2020_03_16,0.998
hCoV_19EnglandSHEF_BFCC02020_EPI_ISL_416731_2020_03_03,0.998
hCoV_19Iceland2262020_EPI_ISL_417754_2020_03_16,0.998
hCoV_19Iceland2612020_EPI_ISL_417589_2020_03_17,0.998
hCoV_19England201090505062020_EPI_ISL_417266_2020_03_05,0.998
hCoV_19England201220328022020_EPI_ISL_418673_2020_03_16,0.998
hCoV_19England201000240062020_EPI_ISL_415138_2020_03_02,0.998
hCoV_19Iceland1332020_EPI_ISL_417788_2020_03_12,0.998
hCoV_19Iceland1552020_EPI_ISL_417737_2020_03_15,0.998
hCoV_19Iceland2952020_EPI_ISL_417624_2020_03_18,0.998
hCoV_19USAMN58_MDH582020_EPI_ISL_417502_2020_03_14,0.998
hCoV_19pangolinGuangdongP2S2019_EPI_ISL_410544_2019,0.064
hCoV_19AustraliaNSW012020_EPI_ISL_407893_2020_01_24,1.000
hCoV_19AustraliaNSW022020_EPI_ISL_408976_2020_01_22,1.000
hCoV_19AustraliaNSW032020_EPI_ISL_408977_2020_01_25,1.000
hCoV_19AustraliaNSW042020_EPI_ISL_417030_2020_01_24,1.000
hCoV_19AustraliaNSW052020_EPI_ISL_412975_2020_02_28,1.000
hCoV_19AustraliaNSW062020_EPI_ISL_413213_2020_02_29,1.000
hCoV_19AustraliaNSW072020_EPI_ISL_413214_2020_02_29,1.000
hCoV_19AustraliaNSW112020_EPI_ISL_413597_2020_03_02,1.000
hCoV_19AustraliaNSW132020_EPI_ISL_413599_2020_03_04,1.000
hCoV_19AustraliaNSW142020_EPI_ISL_413600_2020_03_03,1.000
hCoV_19AustraliaNSW152020_EPI_ISL_417383_2020_03_03,1.000
hCoV_19AustraliaNSW182020_EPI_ISL_417384_2020_03_05,1.000
hCoV_19AustraliaNSW192020_EPI_ISL_417385_2020_03_06,1.000
hCoV_19AustraliaNSW212020_EPI_ISL_417386_2020_03_04,1.000
hCoV_19AustraliaNSW252020_EPI_ISL_417388_2020_03_05,1.000
hCoV_19AustraliaNSW282020_EPI_ISL_417391_2020_03_08,1.000
hCoV_19AustraliaNSW312020_EPI_ISL_417392_2020_03_10,1.000
hCoV_19AustraliaNSW352020_EPI_ISL_417393_2020_03_08,1.000
hCoV_19AustraliaNSW362020_EPI_ISL_417394_2020_03_10,1.000
hCoV_19AustraliaNSW372020_EPI_ISL_417395_2020_03_10,1.000
hCoV_19AustraliaNSW382020_EPI_ISL_417396_2020_03_10,1.000
hCoV_19AustraliaNSW402020_EPI_ISL_417398_2020_03_11,1.000
hCoV_19AustraliaNSW412020_EPI_ISL_417399_2020_03_10,1.000
hCoV_19AustraliaNSW442020_EPI_ISL_417400_2020_03_10,1.000
hCoV_19AustraliaNSW482020_EPI_ISL_417403_2020_03_14,1.000
hCoV_19AustraliaNSW522020_EPI_ISL_417405_2020_03_11,1.000
hCoV_19AustraliaNSW532020_EPI_ISL_417406_2020_03_11,1.000
hCoV_19AustraliaNSW572020_EPI_ISL_417409_2020_03_16,1.000
hCoV_19AustraliaNSW582020_EPI_ISL_417410_2020_03_16,1.000
hCoV_19AustraliaNSW622020_EPI_ISL_417412_2020_03_17,1.000
hCoV_19AustraliaQLD012020_EPI_ISL_407894_2020_01_28,1.000
hCoV_19AustraliaQLD032020_EPI_ISL_410717_2020_02_05,1.000
hCoV_19AustraliaQLD042020_EPI_ISL_410718_2020_02_05,1.000
hCoV_19AustraliaQLD092020_EPI_ISL_414414_2020_02_29,1.000
hCoV_19AustraliaQLDID9192020_EPI_ISL_417031_2020_03_11,1.000
hCoV_19AustraliaQLDID9212020_EPI_ISL_417033_2020_03_11,1.000
hCoV_19AustraliaVIC032020_EPI_ISL_416411_2020_01_25,1.000
hCoV_19AustraliaVIC042020_EPI_ISL_416412_2020_03_02,1.000
hCoV_19AustraliaVIC072020_EPI_ISL_416415_2020_02_08,1.000
hCoV_19Beijing2332020_EPI_ISL_413520_2020_01_28,1.000
hCoV_19Beijing2352020_EPI_ISL_413521_2020_01_28,1.000
hCoV_19BelgiumGHB_030212020_EPI_ISL_407976_2020_02_03,1.000
hCoV_19BelgiumULG_66382020_EPI_ISL_417017_2020_03_14,1.000
hCoV_19BelgiumULG_66882020_EPI_ISL_418625_2020_03_14,1.000
hCoV_19BelgiumULG_67432020_EPI_ISL_418627_2020_03_14,1.000
hCoV_19BelgiumULG_70192020_EPI_ISL_417025_2020_03_15,1.000
hCoV_19BrazilAMBR_022020_EPI_ISL_417034_2020_03_16,1.000
hCoV_19BrazilES_2252020_EPI_ISL_415128_2020_02_29,1.000
hCoV_19BrazilSPBR_022020_EPI_ISL_413016_2020_02_28,1.000
hCoV_19BrazilSPBR_102020_EPI_ISL_416032_2020_03_04,1.000
hCoV_19BrazilSPBR_112020_EPI_ISL_416033_2020_03_03,1.000
hCoV_19Cambodia00122020_EPI_ISL_411902_2020_01_27,1.000
hCoV_19CanadaBC_024212020_EPI_ISL_415581_2020_03_01,1.000
hCoV_19CanadaBC_132972020_EPI_ISL_415578_2020_02_27,1.000
hCoV_19CanadaBC_408602020_EPI_ISL_415583_2020_03_03,1.000
hCoV_19CanadaBC_418512020_EPI_ISL_415584_2020_03_02,1.000
hCoV_19CanadaON_PHL01412020_EPI_ISL_418375_2020_03_12,1.000
hCoV_19CanadaON_PHL01422020_EPI_ISL_418341_2020_03_12,1.000
hCoV_19CanadaON_PHL10832020_EPI_ISL_418340_2020_03_09,1.000
hCoV_19CanadaON_PHL24452020_EPI_ISL_413014_2020_01_25,1.000
hCoV_19CanadaON_PHL34592020_EPI_ISL_418376_2020_03_12,1.000
hCoV_19CanadaON_PHL35012020_EPI_ISL_418333_2020_03_10,1.000
hCoV_19CanadaON_PHL36702020_EPI_ISL_418328_2020_03_20,1.000
hCoV_19CanadaON_PHL38022020_EPI_ISL_418337_2020_03_12,1.000
hCoV_19CanadaON_PHL38772020_EPI_ISL_418339_2020_03_09,1.000
hCoV_19CanadaON_PHL40692020_EPI_ISL_418334_2020_03_07,1.000
hCoV_19CanadaON_PHL41812020_EPI_ISL_418327_2020_01_25,1.000
hCoV_19CanadaON_PHL54722020_EPI_ISL_418325_2020_02_20,1.000
hCoV_19CanadaON_PHL56942020_EPI_ISL_418329_2020_03_12,1.000
hCoV_19CanadaON_PHL57102020_EPI_ISL_418338_2020_03_12,1.000
hCoV_19CanadaON_PHL68832020_EPI_ISL_418331_2020_03_08,1.000
hCoV_19CanadaON_PHL75122020_EPI_ISL_418379_2020_03_13,1.000
hCoV_19CanadaON_PHL79722020_EPI_ISL_418326_2020_03_12,1.000
hCoV_19CanadaON_PHL85802020_EPI_ISL_418330_2020_03_05,1.000
hCoV_19CanadaON_VIDO_012020_EPI_ISL_413015_2020_01_23,1.000
hCoV_19ChileSantiago_12020_EPI_ISL_414579_2020_03_03,1.000
hCoV_19ChileSantiago_op3d12020_EPI_ISL_415660_2020_03_07,1.000
hCoV_19ChileSantiago_op4d12020_EPI_ISL_415661_2020_03_08,1.000
hCoV_19ChileTalca_12020_EPI_ISL_414577_2020_03_02,1.000
hCoV_19ChileTalca_22020_EPI_ISL_414578_2020_03_04,1.000
hCoV_19ChinaIQTC012020_EPI_ISL_412966_2020_02_05,1.000
hCoV_19ChinaIQTC022020_EPI_ISL_412967_2020_01_29,1.000
hCoV_19ChinaWF00012020_EPI_ISL_413691_2020_01,1.000
hCoV_19ChinaWF00032020_EPI_ISL_413693_2020_01,1.000
hCoV_19ChinaWF00122020_EPI_ISL_413697_2020_02,1.000
hCoV_19ChinaWF00142020_EPI_ISL_413711_2020_02,1.000
hCoV_19ChinaWF00152020_EPI_ISL_413729_2020_02,1.000
hCoV_19ChinaWF00162020_EPI_ISL_413746_2020_02,1.000
hCoV_19ChinaWF00182020_EPI_ISL_413748_2020_02,1.000
hCoV_19ChinaWF00192020_EPI_ISL_413749_2020_02,1.000
hCoV_19ChinaWF00202020_EPI_ISL_413750_2020_02,1.000
hCoV_19ChinaWF00212020_EPI_ISL_413751_2020_02,1.000
hCoV_19ChinaWF00292020_EPI_ISL_413809_2020_02,1.000
hCoV_19ChinaWHU012020_EPI_ISL_406716_2020_01_02,1.000
hCoV_19ChinaWH_092020_EPI_ISL_411957_2020_01_08,1.000
hCoV_19ChongqingIVDC_CQ_0012020_EPI_ISL_408481_2020_01_18,1.000
hCoV_19ChongqingYC012020_EPI_ISL_408478_2020_01_21,1.000
hCoV_19ChongqingZX012020_EPI_ISL_408479_2020_01_23,1.000
hCoV_19England022020_EPI_ISL_407073_2020_01_29,1.000
hCoV_19England09c2020_EPI_ISL_412116_2020_02_09,1.000
hCoV_19England2006902452020_EPI_ISL_414041_2020_02_08,1.000
hCoV_19England2006903002020_EPI_ISL_414042_2020_02_08,1.000
hCoV_19England2006903062020_EPI_ISL_414043_2020_02_07,1.000
hCoV_19England2006907562020_EPI_ISL_414044_2020_02_08,1.000
hCoV_19England2009405272020_EPI_ISL_414005_2020_02_25,1.000
